tax_id,count,norm_activator_count,family
10640.0,3,0.3333333333333333,Caulimoviridae
10641.0,8,0.75,Caulimoviridae
10649.0,2,1.0,Caulimoviridae
10653.0,4,0.25,Caulimoviridae
10654.0,2,0.5,Caulimoviridae
10826.0,2,0.0,Geminiviridae
10840.0,7,0.5714285714285714,Geminiviridae
11307.0,2,1.0,Rhabdoviridae
12042.0,1,1.0,Solemoviridae
12045.0,2,1.0,Solemoviridae
12138.0,2,0.5,Tombusviridae
12161.0,3,1.0,Closteroviridae
12162.0,3,0.0,Closteroviridae
12166.0,3,0.3333333333333333,Betaflexiviridae
12167.0,1,1.0,Betaflexiviridae
12169.0,1,0.0,Betaflexiviridae
12173.0,1,0.0,Betaflexiviridae
12177.0,1,1.0,Alphaflexiviridae
12178.0,9,1.0,Alphaflexiviridae
12179.0,5,0.6,Alphaflexiviridae
12180.0,2,1.0,Alphaflexiviridae
12182.0,1,1.0,Alphaflexiviridae
12183.0,2,0.5,Alphaflexiviridae
12187.0,2,0.5,Alphaflexiviridae
12188.0,3,0.3333333333333333,Alphaflexiviridae
12194.0,5,0.4,Alphaflexiviridae
12197.0,2,0.0,Potyviridae
12202.0,8,0.5,Potyviridae
12203.0,1,1.0,Potyviridae
12204.0,1,1.0,Potyviridae
12205.0,2,0.0,Potyviridae
12208.0,4,0.25,Potyviridae
12209.0,2,0.5,Potyviridae
12211.0,2,1.0,Potyviridae
12215.0,1,0.0,Potyviridae
12216.0,2,0.5,Potyviridae
12222.0,1,1.0,Potyviridae
12224.0,2,0.5,Potyviridae
12227.0,1,1.0,Potyviridae
12228.0,2,0.0,Potyviridae
12230.0,3,0.3333333333333333,Potyviridae
12232.0,1,1.0,Potyviridae
12430.0,2,0.0,Alphaflexiviridae
12431.0,2,0.5,Alphaflexiviridae
12433.0,1,0.0,Alphaflexiviridae
12458.0,3,1.0,Betaflexiviridae
12471.0,1,0.0,Solemoviridae
12472.0,5,0.4,Solemoviridae
12473.0,1,0.0,Solemoviridae
12777.0,1,1.0,Secoviridae
12844.0,4,0.75,Potyviridae
28347.0,2,0.0,Betaflexiviridae
29271.0,2,0.5,Potyviridae
31722.0,5,1.0,Betaflexiviridae
31741.0,7,0.7142857142857143,Potyviridae
31744.0,3,0.6666666666666666,Solemoviridae
32612.0,2,0.5,Rhabdoviridae
32619.0,9,0.7777777777777778,Potyviridae
32624.0,4,0.25,Potyviridae
33765.0,1,0.0,Potyviridae
35287.0,1,0.0,Secoviridae
35288.0,4,0.75,Betaflexiviridae
35289.0,4,0.5,Betaflexiviridae
35290.0,5,0.6,Closteroviridae
38062.0,3,0.6666666666666666,Caulimoviridae
40640.0,2,0.5,Potyviridae
40666.0,4,0.75,Potyviridae
40687.0,3,0.3333333333333333,Tospoviridae
40979.0,1,0.0,Solemoviridae
41459.0,3,0.6666666666666666,Potyviridae
42004.0,8,0.5,Potyviridae
42631.0,1,0.0,Potyviridae
42882.0,1,0.0,Betaflexiviridae
43130.0,2,0.0,Potyviridae
43240.0,1,1.0,Potyviridae
45661.0,3,0.0,Potyviridae
46076.0,1,1.0,Potyviridae
46619.0,7,0.8571428571428571,Potyviridae
46917.0,2,0.0,Potyviridae
47903.0,6,0.5,Caulimoviridae
48200.0,3,0.3333333333333333,Potyviridae
51354.0,3,0.0,Secoviridae
51680.0,3,0.3333333333333333,Virgaviridae
52280.0,3,0.3333333333333333,Potyviridae
52996.0,1,0.0,Caulimoviridae
53010.0,2,1.0,Geminiviridae
53181.0,2,0.0,Tombusviridae
53260.0,1,0.0,Geminiviridae
53954.0,2,0.5,Potyviridae
55951.0,3,0.3333333333333333,Closteroviridae
57119.0,4,0.0,Geminiviridae
59380.0,4,0.75,Rhabdoviridae
59504.0,2,1.0,Caulimoviridae
62059.0,8,0.625,Potyviridae
64003.0,2,1.0,Closteroviridae
65467.0,4,0.25,Betaflexiviridae
66200.0,1,1.0,Solemoviridae
67761.0,1,0.0,Betaflexiviridae
70177.0,3,0.0,Closteroviridae
71030.0,1,0.0,Tymoviridae
71032.0,1,1.0,Closteroviridae
73423.0,3,0.3333333333333333,Potyviridae
75387.0,4,0.75,Betaflexiviridae
78395.0,2,0.5,Geminiviridae
81877.0,2,0.5,Betaflexiviridae
82791.0,1,1.0,Closteroviridae
85454.0,1,1.0,Alphaflexiviridae
87097.0,2,0.5,Potyviridae
91613.0,4,0.25,Potyviridae
91753.0,1,1.0,Solemoviridae
94290.0,1,0.0,Solemoviridae
101764.0,4,0.5,Betaflexiviridae
104389.0,6,0.8333333333333334,Potyviridae
104390.0,1,0.0,Potyviridae
104392.0,2,0.5,Potyviridae
104637.0,2,1.0,Potyviridae
112227.0,3,0.3333333333333333,Alphaflexiviridae
112228.0,5,0.6,Alphaflexiviridae
112229.0,7,0.5714285714285714,Alphaflexiviridae
112437.0,4,0.25,Potyviridae
114892.0,2,0.5,Potyviridae
114921.0,2,0.5,Potyviridae
114922.0,6,0.6666666666666666,Potyviridae
123735.0,3,0.0,Geminiviridae
128818.0,10,0.7,Potyviridae
129141.0,5,0.4,Betaflexiviridae
129732.0,6,0.5,Potyviridae
131082.0,2,0.5,Solemoviridae
131083.0,1,1.0,Solemoviridae
137475.0,1,1.0,Potyviridae
137758.0,7,0.7142857142857143,Potyviridae
138982.0,4,0.5,Betaflexiviridae
146500.0,1,1.0,Potyviridae
148879.0,3,0.6666666666666666,Betaflexiviridae
150284.0,2,1.0,Alphaflexiviridae
154339.0,12,0.4166666666666667,Closteroviridae
156690.0,2,0.5,Solemoviridae
157270.0,1,0.0,Caulimoviridae
157777.0,5,1.0,Betaflexiviridae
160842.0,2,0.5,Potyviridae
160843.0,2,0.0,Potyviridae
160844.0,1,1.0,Betaflexiviridae
163655.0,8,0.25,Geminiviridae
165250.0,4,0.5,Betaflexiviridae
167129.0,10,0.7,Potyviridae
167634.0,10,0.8,Closteroviridae
168135.0,1,0.0,Potyviridae
172394.0,4,0.0,Geminiviridae
174178.0,3,0.3333333333333333,Caulimoviridae
178354.0,1,1.0,Caulimoviridae
180903.0,1,0.0,Closteroviridae
183585.0,7,0.42857142857142855,Betaflexiviridae
187977.0,5,0.4,Potyviridae
187978.0,1,1.0,Potyviridae
193121.0,4,0.5,Solemoviridae
195059.0,2,1.0,Rhabdoviridae
195060.0,5,0.4,Rhabdoviridae
196400.0,2,0.0,Betaflexiviridae
201862.0,1,0.0,Potyviridae
203168.0,1,0.0,Closteroviridae
204478.0,2,0.0,Potyviridae
206392.0,3,0.6666666666666666,Potyviridae
213888.0,1,1.0,Caulimoviridae
216614.0,5,0.6,Betaflexiviridae
217615.0,2,0.5,Closteroviridae
217686.0,2,0.5,Closteroviridae
218923.0,5,0.2,Solemoviridae
220608.0,1,0.0,Geminiviridae
221054.0,6,0.3333333333333333,Tolecusatellitidae
221262.0,5,0.4,Potyviridae
222460.0,1,0.0,Geminiviridae
223334.0,4,0.75,Geminiviridae
223337.0,5,0.4,Geminiviridae
223344.0,4,1.0,Geminiviridae
224578.0,1,0.0,Tombusviridae
225752.0,11,1.0,Geminiviridae
227137.0,1,0.0,Geminiviridae
228582.0,1,1.0,Solemoviridae
240492.0,1,1.0,Geminiviridae
240865.0,1,0.0,Geminiviridae
241651.0,3,0.6666666666666666,Potyviridae
253700.0,1,0.0,Alphaflexiviridae
253701.0,4,0.75,Alphaflexiviridae
253702.0,6,0.6666666666666666,Alphaflexiviridae
255066.0,3,0.6666666666666666,Potyviridae
262957.0,5,0.6,Caulimoviridae
263004.0,3,0.6666666666666666,Betaflexiviridae
263892.0,1,1.0,Caulimoviridae
264076.0,3,1.0,Caulimoviridae
265877.0,1,1.0,Closteroviridae
268316.0,3,0.6666666666666666,Geminiviridae
270478.0,5,0.4,Potyviridae
279896.0,1,0.0,Rhabdoviridae
282712.0,1,1.0,Potyviridae
290030.0,4,0.75,Geminiviridae
291286.0,1,1.0,Potyviridae
292627.0,1,1.0,Tolecusatellitidae
299200.0,1,0.0,Potyviridae
300740.0,2,0.5,Closteroviridae
301865.0,3,0.6666666666666666,Alphaflexiviridae
305785.0,3,1.0,Solemoviridae
307110.0,1,0.0,Geminiviridae
310749.0,5,0.6,Endornaviridae
317027.0,2,1.0,Alphaflexiviridae
320856.0,3,0.6666666666666666,Potyviridae
322053.0,1,1.0,Potyviridae
323118.0,3,0.3333333333333333,Potyviridae
326941.0,1,0.0,Closteroviridae
328430.0,3,0.3333333333333333,Solemoviridae
328670.0,5,1.0,Caulimoviridae
328671.0,14,0.7142857142857143,Caulimoviridae
329048.0,2,1.0,Potyviridae
329164.0,1,0.0,Betaflexiviridae
332471.0,2,0.5,Potyviridae
334778.0,11,0.45454545454545453,Caulimoviridae
335963.0,5,0.4,Betaflexiviridae
337823.0,3,0.6666666666666666,Geminiviridae
337824.0,2,0.0,Tolecusatellitidae
337826.0,4,0.0,Geminiviridae
348823.0,3,0.6666666666666666,Rhabdoviridae
348894.0,2,0.5,Secoviridae
351426.0,1,0.0,Betaflexiviridae
351428.0,1,0.0,Betaflexiviridae
354328.0,8,0.625,Endornaviridae
360579.0,1,1.0,Geminiviridae
362692.0,2,1.0,Endornaviridae
362693.0,1,0.0,Endornaviridae
365150.0,6,0.3333333333333333,Alphaflexiviridae
367061.0,1,0.0,Geminiviridae
367121.0,2,0.5,Closteroviridae
367682.0,6,0.6666666666666666,Betaflexiviridae
369752.0,1,1.0,Potyviridae
373398.0,2,1.0,Potyviridae
373861.0,4,1.0,Closteroviridae
375546.0,3,0.3333333333333333,Betaflexiviridae
377610.0,2,0.0,Geminiviridae
379728.0,2,0.0,Geminiviridae
380669.0,3,0.6666666666666666,Caulimoviridae
387423.0,3,0.3333333333333333,Betaflexiviridae
390439.0,2,1.0,Geminiviridae
390849.0,1,1.0,Potyviridae
394036.0,2,1.0,Potyviridae
397544.0,2,1.0,Potyviridae
399314.0,2,1.0,Closteroviridae
400394.0,6,0.5,Potyviridae
400396.0,2,1.0,Potyviridae
404404.0,10,0.8,Betaflexiviridae
405558.0,7,0.7142857142857143,Potyviridae
414528.0,3,1.0,Potyviridae
417192.0,1,1.0,Tolecusatellitidae
417288.0,1,1.0,Geminiviridae
418827.0,2,0.0,Potyviridae
419782.0,4,1.0,Caulimoviridae
421010.0,3,0.3333333333333333,Potyviridae
421013.0,4,0.5,Potyviridae
424679.0,1,1.0,Potyviridae
429130.0,3,1.0,Potyviridae
429564.0,4,0.0,Geminiviridae
430059.0,2,0.0,Potyviridae
431317.0,6,0.5,Potyviridae
433357.0,10,0.5,Potyviridae
435486.0,1,1.0,Tolecusatellitidae
436007.0,5,0.4,Potyviridae
436066.0,2,0.5,Betaflexiviridae
443746.0,1,0.0,Potyviridae
447600.0,1,1.0,Tolecusatellitidae
447603.0,2,1.0,Tolecusatellitidae
447604.0,8,0.75,Tolecusatellitidae
447605.0,2,0.0,Tolecusatellitidae
453050.0,1,0.0,Potyviridae
457382.0,1,1.0,Alphaflexiviridae
471285.0,6,0.6666666666666666,Rhabdoviridae
471498.0,1,0.0,Betaflexiviridae
471717.0,3,0.0,Solemoviridae
474454.0,2,0.0,Tombusviridae
475777.0,3,0.6666666666666666,Betaflexiviridae
478550.0,4,0.5,Betaflexiviridae
488317.0,2,0.5,Rhabdoviridae
496807.0,1,1.0,Geminiviridae
497863.0,1,1.0,Geminiviridae
501328.0,1,0.0,Geminiviridae
508750.0,3,1.0,Geminiviridae
515320.0,10,0.7,Caulimoviridae
515446.0,1,1.0,Potyviridae
515575.0,7,0.42857142857142855,Potyviridae
520848.0,3,0.0,Geminiviridae
524023.0,3,0.3333333333333333,Solemoviridae
543876.0,1,0.0,Geminiviridae
549205.0,4,0.25,Caulimoviridae
551003.0,1,0.0,Potyviridae
551454.0,1,1.0,Closteroviridae
565624.0,1,0.0,Potyviridae
572239.0,2,0.0,Solemoviridae
573615.0,1,1.0,Potyviridae
587370.0,2,1.0,Caulimoviridae
587620.0,2,1.0,Geminiviridae
588752.0,1,0.0,Potyviridae
590403.0,1,1.0,Betaflexiviridae
591160.0,1,0.0,Geminiviridae
592206.0,1,1.0,Betaflexiviridae
596957.0,1,1.0,Potyviridae
640136.0,2,0.5,Tolecusatellitidae
646010.0,3,0.6666666666666666,Solemoviridae
647294.0,6,0.6666666666666666,Caulimoviridae
653358.0,1,0.0,Geminiviridae
656190.0,2,1.0,Closteroviridae
658650.0,1,1.0,Geminiviridae
670251.0,1,1.0,Tolecusatellitidae
670883.0,1,0.0,Tymoviridae
671095.0,1,0.0,Geminiviridae
671126.0,6,1.0,Caulimoviridae
674996.0,5,0.2,Geminiviridae
675077.0,2,0.5,Closteroviridae
680112.0,4,0.25,Secoviridae
681518.0,1,0.0,Geminiviridae
685899.0,2,0.5,Solemoviridae
688540.0,3,1.0,Geminiviridae
693892.0,1,0.0,Geminiviridae
715480.0,1,1.0,Potyviridae
761701.0,4,0.25,Geminiviridae
796352.0,3,0.3333333333333333,Potyviridae
859650.0,5,0.6,Geminiviridae
875324.0,2,0.5,Geminiviridae
887825.0,4,1.0,Geminiviridae
887827.0,9,0.4444444444444444,Geminiviridae
908028.0,2,0.5,Geminiviridae
911574.0,1,0.0,Geminiviridae
930168.0,4,0.5,Caulimoviridae
930881.0,12,0.6666666666666666,Potyviridae
936005.0,2,1.0,Geminiviridae
937809.0,11,0.9090909090909091,Closteroviridae
940280.0,1,1.0,Closteroviridae
940846.0,3,0.3333333333333333,Geminiviridae
944994.0,2,0.0,Geminiviridae
945960.0,13,0.6923076923076923,Potyviridae
946046.0,2,1.0,Potyviridae
998864.0,3,0.0,Rhabdoviridae
1001341.0,4,0.5,Geminiviridae
1003891.0,2,0.5,Betaflexiviridae
1010616.0,1,1.0,Tymoviridae
1016852.0,5,0.6,Caulimoviridae
1016853.0,3,1.0,Caulimoviridae
1016854.0,11,0.6363636363636364,Caulimoviridae
1016855.0,7,0.7142857142857143,Caulimoviridae
1016856.0,10,0.7,Caulimoviridae
1016857.0,5,0.8,Caulimoviridae
1030595.0,5,1.0,Geminiviridae
1031708.0,2,1.0,Betaflexiviridae
1032457.0,4,1.0,Virgaviridae
1034096.0,4,0.25,Caulimoviridae
1046402.0,5,0.6,Betaflexiviridae
1046403.0,1,1.0,Solemoviridae
1046574.0,2,0.5,Geminiviridae
1048434.0,8,0.75,Potyviridae
1051792.0,1,1.0,Betaflexiviridae
1072517.0,1,1.0,Potyviridae
1072672.0,1,0.0,Geminiviridae
1080799.0,2,0.5,Potyviridae
1081702.0,1,0.0,Alphaflexiviridae
1133751.0,2,0.0,Solemoviridae
1168550.0,2,0.5,Rhabdoviridae
1176153.0,3,0.6666666666666666,Potyviridae
1177751.0,3,0.6666666666666666,Closteroviridae
1177752.0,2,1.0,Closteroviridae
1177753.0,10,0.2,Closteroviridae
1188792.0,4,0.0,Endornaviridae
1188793.0,9,0.4444444444444444,Endornaviridae
1198144.0,6,0.3333333333333333,Potyviridae
1198219.0,2,0.0,Geminiviridae
1200971.0,6,0.8333333333333334,Tolecusatellitidae
1211388.0,5,0.6,Betaflexiviridae
1211480.0,2,0.5,Rhabdoviridae
1218727.0,6,1.0,Geminiviridae
1220025.0,2,1.0,Potyviridae
1221449.0,2,1.0,Caulimoviridae
1225069.0,1,1.0,Geminiviridae
1231334.0,1,0.0,Tolecusatellitidae
1239452.0,10,0.3,Potyviridae
1243178.0,6,0.6666666666666666,Betaflexiviridae
1247115.0,4,0.25,Betaflexiviridae
1266993.0,7,0.7142857142857143,Geminiviridae
1301220.0,2,0.5,Solemoviridae
1302848.0,2,1.0,Geminiviridae
1302850.0,3,1.0,Geminiviridae
1306546.0,2,0.5,Geminiviridae
1324128.0,4,0.25,Potyviridae
1367218.0,1,0.0,Genomoviridae
1383052.0,1,0.0,Geminiviridae
1392388.0,5,1.0,Geminiviridae
1400526.0,2,0.0,Alphaflexiviridae
1406816.0,3,0.3333333333333333,Potyviridae
1414644.0,1,1.0,Potyviridae
1417304.0,3,0.3333333333333333,Alphaflexiviridae
1418029.0,5,0.0,Tolecusatellitidae
1425363.0,2,0.5,Betaflexiviridae
1428189.0,6,1.0,Tolecusatellitidae
1432563.0,4,0.75,Solemoviridae
1432565.0,2,1.0,Geminiviridae
1453083.0,1,0.0,Alphasatellitidae
1459800.0,1,1.0,Caulimoviridae
1462681.0,1,0.0,Solemoviridae
1468454.0,5,0.6,Endornaviridae
1471299.0,3,1.0,Caulimoviridae
1472425.0,2,1.0,Betaflexiviridae
1476485.0,3,0.6666666666666666,Tolecusatellitidae
1476909.0,20,0.6,Caulimoviridae
1489312.0,4,0.0,Geminiviridae
1492296.0,1,0.0,Geminiviridae
1493829.0,3,0.0,Closteroviridae
1497848.0,3,0.3333333333333333,Totiviridae
1505530.0,6,0.6666666666666666,Caulimoviridae
1507984.0,1,0.0,Tolecusatellitidae
1512278.0,2,0.5,Caulimoviridae
1513529.0,2,0.5,Geminiviridae
1514896.0,8,0.75,Endornaviridae
1543207.0,1,0.0,Closteroviridae
1547577.0,1,0.0,Geminiviridae
1564903.0,3,0.6666666666666666,Solemoviridae
1568974.0,1,0.0,Geminiviridae
1569055.0,1,0.0,Betaflexiviridae
1569056.0,1,0.0,Betaflexiviridae
1577997.0,4,0.75,Solemoviridae
1592930.0,1,1.0,Betaflexiviridae
1608257.0,2,0.0,Geminiviridae
1619899.0,3,0.3333333333333333,Caulimoviridae
1667230.0,2,0.0,Betaflexiviridae
1679239.0,1,1.0,Potyviridae
1688637.0,2,1.0,Potyviridae
1692045.0,2,1.0,Closteroviridae
1702121.0,3,0.6666666666666666,Betaflexiviridae
1711684.0,3,1.0,Endornaviridae
1711685.0,3,0.3333333333333333,Caulimoviridae
1719047.0,4,0.25,Deltaflexiviridae
1720595.0,3,0.6666666666666666,Secoviridae
1766828.0,2,0.5,Geminiviridae
1770265.0,26,0.6153846153846154,Solemoviridae
1770618.0,1,0.0,Betaflexiviridae
1774276.0,5,0.0,Endornaviridae
1775456.0,3,0.3333333333333333,Rhabdoviridae
1775963.0,1,1.0,Potyviridae
1776177.0,3,0.3333333333333333,Endornaviridae
1777016.0,7,0.42857142857142855,Totiviridae
1808970.0,4,0.75,Caulimoviridae
1815581.0,1,0.0,Closteroviridae
1825924.0,4,0.75,Solemoviridae
1830242.0,1,1.0,Geminiviridae
1848040.0,3,0.6666666666666666,Caulimoviridae
1853762.0,11,0.6363636363636364,Betaflexiviridae
1856031.0,4,0.75,Potyviridae
1862127.0,1,0.0,Potyviridae
1868472.0,1,0.0,Betaflexiviridae
1868659.0,3,0.6666666666666666,Geminiviridae
1881013.0,2,1.0,Alphaflexiviridae
1881630.0,1,1.0,Geminiviridae
1886606.0,3,0.6666666666666666,Potyviridae
1890365.0,2,0.5,Potyviridae
1899566.0,1,0.0,Betaflexiviridae
1904884.0,7,0.7142857142857143,Geminiviridae
1905830.0,3,1.0,Rhabdoviridae
1906317.0,6,0.16666666666666666,Geminiviridae
1913024.0,3,0.3333333333333333,Solemoviridae
1913125.0,2,1.0,Solemoviridae
1914900.0,1,1.0,Geminiviridae
1919062.0,2,0.0,Geminiviridae
1921009.0,2,0.5,Alphaflexiviridae
1923137.0,2,0.5,Family not found
1925153.0,12,0.5833333333333334,Geminiviridae
1940252.0,2,1.0,Caulimoviridae
1955054.0,1,1.0,Geminiviridae
1955730.0,3,0.6666666666666666,Tymoviridae
1959287.0,2,0.5,Potyviridae
1960252.0,7,0.5714285714285714,Caulimoviridae
1960253.0,11,0.5454545454545454,Caulimoviridae
1960255.0,3,1.0,Caulimoviridae
1960887.0,7,0.8571428571428571,Tombusviridae
1963256.0,5,0.2,Solemoviridae
1963260.0,6,0.8333333333333334,Potyviridae
1965225.0,1,0.0,Family not found
1965306.0,3,1.0,Endornaviridae
1965355.0,1,0.0,Solemoviridae
1972716.0,4,0.75,Betaflexiviridae
1972994.0,2,0.0,Potyviridae
1973265.0,6,0.6666666666666666,Caulimoviridae
1977392.0,3,0.6666666666666666,Alphaflexiviridae
1978413.0,1,0.0,Betaflexiviridae
1982660.0,7,0.8571428571428571,Potyviridae
1985699.0,6,0.5,Rhabdoviridae
1987360.0,9,0.2222222222222222,Geminiviridae
1993907.0,6,0.5,Potyviridae
2005044.0,2,0.0,Potyviridae
2006498.0,5,1.0,Tombusviridae
2010319.0,1,1.0,Tolecusatellitidae
2010326.0,7,0.7142857142857143,Tolecusatellitidae
2010332.0,1,0.0,Tolecusatellitidae
2011125.0,6,0.5,Caulimoviridae
2013968.0,4,0.5,Alphaflexiviridae
2016034.0,2,0.0,Betaflexiviridae
2016426.0,1,1.0,Alphaflexiviridae
2018312.0,2,1.0,Potyviridae
2018313.0,2,1.0,Potyviridae
2019445.0,5,0.6,Solemoviridae
2020286.0,1,1.0,Betaflexiviridae
2020956.0,3,1.0,Caulimoviridae
2021667.0,1,0.0,Geminiviridae
2024724.0,2,0.5,Closteroviridae
2030909.0,3,0.6666666666666666,Geminiviridae
2033633.0,10,0.6,Caulimoviridae
2040662.0,1,1.0,Tolecusatellitidae
2049944.0,5,0.8,Geminiviridae
2050583.0,3,1.0,Geminiviridae
2050584.0,3,0.6666666666666666,Geminiviridae
2050589.0,1,0.0,Tolecusatellitidae
2052838.0,1,0.0,Caulimoviridae
2054409.0,13,0.7692307692307693,Tombusviridae
2056878.0,1,1.0,Caulimoviridae
2056879.0,3,0.3333333333333333,Caulimoviridae
2056880.0,1,1.0,Caulimoviridae
2056881.0,2,0.0,Caulimoviridae
2056882.0,3,0.6666666666666666,Caulimoviridae
2056883.0,1,0.0,Caulimoviridae
2056885.0,1,1.0,Caulimoviridae
2057979.0,5,0.0,Caulimoviridae
2058396.0,4,0.5,Potyviridae
2060142.0,6,0.16666666666666666,Geminiviridae
2060511.0,6,0.5,Alphaflexiviridae
2070152.0,2,0.5,Potyviridae
2074132.0,1,1.0,Family not found
2093224.0,2,1.0,Closteroviridae
2093273.0,4,0.5,Geminiviridae
2093275.0,2,0.5,Geminiviridae
2093276.0,1,1.0,Geminiviridae
2093496.0,3,0.6666666666666666,Betaflexiviridae
2116736.0,3,0.3333333333333333,Betaflexiviridae
2136283.0,6,0.8333333333333334,Potyviridae
2137858.0,1,1.0,Betaflexiviridae
2152660.0,3,0.0,Rhabdoviridae
2169693.0,7,1.0,Endornaviridae
2169727.0,4,0.5,Caulimoviridae
2169728.0,2,0.0,Caulimoviridae
2169732.0,3,0.0,Geminiviridae
2169736.0,2,0.0,Geminiviridae
2169739.0,1,0.0,Geminiviridae
2169740.0,1,1.0,Geminiviridae
2169908.0,1,0.0,Alphasatellitidae
2169987.0,2,0.0,Tombusviridae
2170100.0,3,1.0,Solemoviridae
2170101.0,2,1.0,Solemoviridae
2170132.0,5,0.6,Potyviridae
2170240.0,1,0.0,Potyviridae
2170538.0,1,1.0,Tymoviridae
2170544.0,1,0.0,Tombusviridae
2172094.0,3,0.6666666666666666,Tolecusatellitidae
2175329.0,2,1.0,Potyviridae
2184469.0,5,0.8,Endornaviridae
2185086.0,4,0.5,Betaflexiviridae
2200955.0,6,0.5,Betaflexiviridae
2201042.0,2,0.0,Closteroviridae
2202146.0,1,0.0,Geminiviridae
2212477.0,2,1.0,Potyviridae
2219873.0,2,0.0,Amesuviridae
2248770.0,2,0.0,Totiviridae
2267679.0,2,0.5,Caulimoviridae
2268393.0,3,0.6666666666666666,Endornaviridae
2283388.0,4,0.5,Solemoviridae
2283800.0,4,1.0,Alphaflexiviridae
2291614.0,1,1.0,Genomoviridae
2293720.0,5,0.8,Potyviridae
2294149.0,1,1.0,Potyviridae
2303411.0,4,0.5,Betaflexiviridae
2303485.0,4,1.0,Caulimoviridae
2306727.0,4,0.5,Potyviridae
2316740.0,3,0.0,Closteroviridae
2338394.0,6,0.6666666666666666,Closteroviridae
2338396.0,1,1.0,Family not found
2340808.0,12,0.5,Endornaviridae
2364291.0,1,0.0,Rhabdoviridae
2419797.0,1,0.0,Secoviridae
2419804.0,6,0.8333333333333334,Betaflexiviridae
2487100.0,8,0.875,Rhabdoviridae
2491019.0,2,1.0,Potyviridae
2494552.0,6,0.6666666666666666,Potyviridae
2497337.0,2,0.5,Rhabdoviridae
2510428.0,1,1.0,Alphaflexiviridae
2518104.0,2,0.5,Tombusviridae
2528410.0,1,1.0,Caulimoviridae
2560282.0,1,1.0,Betaflexiviridae
2560349.0,3,1.0,Caulimoviridae
2560371.0,5,0.8,Caulimoviridae
2560401.0,8,0.625,Tombusviridae
2560515.0,3,1.0,Solemoviridae
2560811.0,1,0.0,Geminiviridae
2560813.0,2,0.0,Geminiviridae
2562807.0,2,0.5,Potyviridae
2588671.0,4,0.5,Geminiviridae
2591696.0,2,1.0,Potyviridae
2608606.0,3,1.0,Potyviridae
2664236.0,3,0.3333333333333333,Closteroviridae
2676436.0,10,0.7,Rhabdoviridae
2706523.0,1,1.0,Geminiviridae
2730579.0,2,1.0,Potyviridae
2731270.0,4,0.75,Caulimoviridae
2734556.0,2,0.0,Potyviridae
2908018.0,2,1.0,Rhabdoviridae
3051985.0,3,0.6666666666666666,Caulimoviridae
3052813.0,1,0.0,Caulimoviridae
3158378.0,4,0.25,Betaflexiviridae
3240217.0,1,0.0,Betaflexiviridae
3240745.0,1,1.0,Potyviridae
3241188.0,7,0.5714285714285714,Betaflexiviridae
